username,comment,
@gandynikkilaus,Terimakasih sudah mewakili kami... terus berjuang demi keadilan...,
@putajapunkerstanahjawa5161,"Kami sebagai wakil keluarga haya bisa Berdo'a,semoga Allah yg maha Adil memihak kepada Rakyat",
@agussopian3218,"Terimakasih perjuangan mu,mngkn g semua bisa ikut tp pasti semua rakyat seluruh Indonesia merasakan perjuangan kalian....",
@kennythamrin4056,Ini karena rakyat sdh tidak percaya  DPR sebagai wakilnya.,
@Kucingkampoeng-k3e,BUBARKAN DPR,
@CreativeMGMA,Hidup rakyat bersatu.....Allohu Akbar,
@kuN-faYakuN997,"saya sokong,sakit juga hati lihat anggota2 nya berjoget semasa bersidang,tidak ada nurani dengan nasib orang bawahan,ayuh 🇲🇨,anda boleh tuntut hak anda sendiri,salam dari 🇲🇾",
@musafirdumay9409,Lengserkan Eko Patrio dan Uya Kuya....ngga patut JD wakil rakyat,
@ainunluna8185,"Saya Orang Sampang Madura
Sangat Mendukung Pembubaran DPR RI  atau DPP Dewan Perwakilan Partai kalau tidak mengesahkan UU Perampasan Aset Pejabat yang Korupsi",
@ulfailyah2074,Ya Allah.. Lindungi pemdemo yg mewakili hati rakyat.,
@mangasacrouch7843,"Semangat kalian mewakili rakyat indonesia , semoga terwujud permintaan kita",
@YudoWintarto-uh9gz,"Hati hati para pendemo, semoga selamat,,",
@HavidzEkaSetyawanHavidz,DPR g malu rakyat minta bubar wakil rakyat ngemis bertahan malu woi,
@lawankprabu,Aksi mahasiswa dan tokoh masyarakat sangat di butuhkan,
@IndraBrayens,"Bubarkan. Dpr, karena,. Dpr, itu tidak ada gunanya bagi rakyat",
@djokosasongko1939,"Inilah Pengadilan Rakyat yg sesungguhnya. Perjuanganmu akan selalu dikenang sepanjang masa dan do'a seluruh rakyat Indonesia menyertaimu.
Bubarkan Dewan Pengkhianat Rakyat yg bergoyang dan menari diatas penderitaan Rakyat Indonesaia.",
@achmaddjuhamsa8619,"DPR menantang dan menghina rakyat, rakyat datang untuk menghadapi dewan yang pintar. ?",
@SitiNurhayati-l7u3y,"Saya berharap, seluruh masyarakat Indonesia dari penjuru pelosok negeri banyak yg datang ke Jakarta, kepung gedung DPR",
@MSholeh-pb1hb,Ini baru mahasiswa asli bela rakyat kecil,
@muhammadhoffie7086,Itu polisi yg jaga disitu ikut makan duit dpr,
@GunariGun-p3o,Yg jelas rakyat mendukung rakyat ayo teruslah berjuwang,
@RealmeCeesebelas-f5x,Ya Allah lindungilah saudara saudara kami yg sedang berjuang... aminnnn,
@IdankIdank-r6r,Maju trs pendemo jangan menyerah,
@wongtani_22,"Padahal yg Provokator itu DPR ,nah nanti pasti ada yg di tumbalkan atau dituduh provokator  ,",
@ozieendanantha1100,"Kalau gagal menguasai gedung DPR,   saya yakin ada gelombang yg lebih besar yang akan berdatangan dari berbagai daerah",
@ShelaCorasea,"Bubarkan DPR, tidak mewakili rakyat malah menjadi ajang korupsi bikin rugi negara dan yang harus menanggung rakyat lewat pajak yang terus naik",
@sitiaisyah-up9ed,Kalau ga mau didemo jangan bikin blunder,
@rafigaming5171,Semangat kawan kawan... Maju terus pantang mundur.. Hidup mahasiswa,
@abidarda3412,Untuk mengurangi jatuh korban n biaya yang dikeluarkan pemerintah lebih besar Sebaiknya pemerintah segera menerima usulan n merealisasikan apa yang dikehendaki rakyat,
@BettyMonica-w9r,Kesenjangan sosial antara rakyat dan pemerintah sgt signifikan..blm lagi koruptor yg merajalela..Ya Allah turunkan adzabMU utk para koruptor dan penyengsara rakyat,
@Wirayasamade,Bubarkan DPR RI.,
@5kapalselamtercanggihrusia153,Rakyat harus bersatu Bubarkan DPR...,
@IwanSalsabila,Pak polisi itu bukan tawuran kenapa di kaga ketat..biarkan rakyat membubarkan DPR,
@DediOde-o5b7p,"## BUBARKAN DPR, MPR Ri ## SEKARANG jUGA ## Di TAHUN 2025 iNi. ####",
@MuzakkirKir-ym2ik,besok kalo ada pemilihan jangan pilih calon yang dari partai,
@rizaputrabachtiar3576,"BUBARKAN DPR,, TIDAK ADA FUNGSINYA DPR.... TOLONG DPR DI BUBARKAN SAJA",
@RajaSiluman,"Bubarkan DPR!
Mereka sdh tidak mewakili Rakyat lagi.",
@rahimuddinhidayat8911,Mantap bro tetap semangat,
@AkuSiapa-n9c,Ayo dong anggota DPR. Temui & diskusi langsung dengan rakyat. Jangan cuma dengan wartawan & kameranya aja,
@taufiqgunawan3105,klo DPR tidak mau dibubarkan maka partai-partai biadab nya harus dibubarkan..,
@SurifahIfah-rz9zw,"Polisi harusnya biarkan rakyat masuk, kalian malah mrmbela orang DPR pada hal gaji kalian juga rendah harusnya bersatu untuk kepentingan bersama",
@hariantoanto7311,"Pemimpin2 dan pejabat2 bangsa ini sudah tertutup telinga, mata, dan hatinya. Sangat jelas yang mereka kejar duniawi tanpa memikirkan dosa dan rakyat yang menderita.",
@agussubakti5689,SERUAN SERENTAK RAKYAT NKRI JANGAN BAYAR PAJAK JENIS APAPUN  KALAU DPR TIDAK DI BUBARKAN RAKYAT NKRI HARUS BERANI DEMI ANAK CUCU KITA NANTIK,
@sumberpetunjuk,"Fungsi nya hanya menguntungkan partainya ssndiri. Gak ada keuntungan bagi rakyat.
So BUBARKAN....!!!",
@ibadurohmah3789,DUDUKI SENAYAN 3 HARI TANPA HENTI,
@eddyrosyadie9925,Apapun hasilnya perjuangan harus dimulai...... Do'a kami dari seluruh penjuru negeri,
@Rizal-u4f,DPR bukan wakil rakyat,
@waluyouyo4550,"Penguasa pejabat DPR kerja untuk kelompok fan peribadi makanya koruptor terus terjadi.
Ga untuk negara dan rakyat",
@masmus1924,Alhamdulillah terkabulkan doa seluruh rakyat Allah melindungi semua yg demo,
@nabire25,"Majulah dan bersatulah seluruh rakyat indonesia, sekali lg ibu pertiwi memangil kita utk berjuang menegakkan keadilan dinegeri ini yg dirampas para elit politik dan pemerintah yg tuli dan buta akan suara rakyat yg ditindas dgn kebijakan yg menyengsarakan rakyat",
@FantasiCeritaDunia,"terima kasih pengunjuk
rasa sdh mewakili kami demi keadilan rakyat. semangat teman temanku.",
@rizaldard3835,Polisi klo mau dicintai rakyat kasih jalan lah buat pendemo masuk gedung DPR....,
@endytachannel3553,Murni dari hati rakyat untuk perubahan,
@EkoLiannesha,Pemerintah dan DPR tak akan goyah karena sudah banyak upeti yang diterima... Kecuali rakyat bersatu kompak seperti tahun 98.,
@EriksonManalu-k9z,Bgs lah ricuh itu ulah dpr kami di pulau Sumatera menuju jkt gimana pulau lain ayo saudaraku,
@arifinnastar7886,"Dpr tidak mendengar suara rakyat tapi suara mereka sendiri yg menghasilkan,tidak percaya sm dpr/mpr, bubarkan",
@rafiriswandaalrasyid4736,"Warga jakarta kmna sih kok cuma segitu doang yg keluar, tolong bantu rekan"" Yg berjuang dong",
@HendriMahesa-s6s,TNI Tolong Dukung Masyarakat bt Mencari Keadilan,
@Johanes-co3my,"DPR ini sangat tdk tau malu,  pendapatan sdh begitu besar tapi merasa  blm cukup saja. Tdk mikir rakyat makin susah,  harga² sembako makin tinggi. Apa  krj kalian. Saya pribadi mengharamkan uang hsl keringat saya utk menggaji kalian Dunia Akhirat.  Aamiin  ...",
@sweetcandy5864,"Kedaulatan ditangan rakyat, kalo DPR/MPR tidak pro rakyat lebih baik dibubarkan saja agar tidak membebani anggaran negara lebih baik buat kesejahteraan bangsa & rakyat kita sendiri Indonesia Raya yg tercinta️🇮🇩",
@WahyuYudyud,Hebat ya DPR saat rakyat nuntut ke Adilan kritik...polri TNI menghhadangnya padahal tuk kepentingan mereka Juga,
@ALTASTARS,Paling juga gak bubar tuh DPR bekingannya kuat bnget,
@kungmin8730,Yang jadi dpr mantan mahasiswa yang demo juga mahasiswa entah sampai kapan semoga mereka bisa akur untuk membawa Indonesia lebih baik?,
@ErystTristania,Allahu Akbar...lindungilah mrk yg berjuang demi keadilan,
@hassanerlin5596,Nanti 2029 kalau ada pilihan DPR lagi gak usah dicoblos  di coblos juga gak guna jadi DPR,
@riyuplaystation,"Selalu masyarakat sipil dan aparat yg jadi korban ulah pejabat negri ini
Bubarkan DPR !!!!",
@cpmtv3377,"Maap..P.Polisi..jangan sakiti rakyat..jika itu terjadi maka do, rakyat lbh tajam daripada pedang..kita semua bersaudara..biarkan aspirasi rakyat tersalurkan",
@MarthaReadmi,Mana pintu DPR terbuka...malah polisi menghadang rakyat,
@pengembaraalam7144,"bukanya mensejahterakan rakyat,malah menyengsarakan rakyat,malah DPR yg di utamakan,",
@AgusMisdar,Biarkan  masa  masok  ke dalam,
@Adangdarusalamchannel,"Lanjutkan,, dari 4 penjuru.depan, belakang, kiri, kanan",
@ERMANSYAH-b2n,"Kalo hari ini DPR TDK mau tanggapi apa yg kita suarakan,,, intingnya kita stop kan pemilihan DPR,, tidak ada coblos untuk dpr",
@KanafiPTDI,semoga Tuhan yg mha kuasa meridhoi DPR bubar  amin,
@Sangpendosa-w7s,"Pak Prabaowo gimana sih sampeyan masa para DPR gajih'a perhari 3 juta sedangkan rakyatmu masih jauh dari hidup sejahtera sedangkan para anggota DPR di pilih oleh rakyat dan seharusnya mereka untuk rakyat bukan untuk memperkaya diri mereka masing"" Kalau kaya gini jdi teringat Almarhum Gusdur DPR tdak jauh dengan taman kanak"" Dan lain sebagainya. Sungguh miris melihat negeriku sprti ini kebanyakan pejabat hanya memperkaya diri mereka masing"".",
@MhmmdArsyad-g6k,"Akibat pemilo curang ,buntutnya sangat buruk kerna karma Tuhan berlaku pada semua yg di akitkan pemilu curang",
@marijonoyonas6063,Ayo puan jangan sembunyi,
@utra88,"DPR mata dan telinga sda buta,apa tdk melihat polisi dan rakyat bentrok akibat ulah DPR.",
@PakSarjugo,Rakyat kecil semakin kecekik..dgn adanya pajak2 dan susah cari mkn ..tapi DPR yg nongkrong di Senayan berpesta fora ..dgn segala kememaeahan di mna letak hati nurani ..wakil rakyat ini..,
@Suryadi-t2o,"Bismillah, Dimanakah letak hatimu...",
@Wagito-j3f,Bubarkan DPR,
@FadriDumai,"Unjuk rasa masarakat berjuang tulus, mahasiswa bim turun karna blm ada yg mendanai",
@asaz1988,"Katanya salah seorang anggota DPR berkata 'silakan datang, pintu gedung DPR sentiasa terbuka'",
@MSatim-t7z,"Yg rakyat butuh kan lapangan pekerjaan...
Bukan tunjangan anggota DPR....
Bubarkan DPR...!!!",
@MufidMufid-v2v,Satu kata bubarkan,
@mohamadgilang545,Dikit amat yg demo,
@TariLestari-js4rk,"Gaji DPR semakin melonjak, rakyat biasa semakin tak berdaya...
Turunkan orang yang tamak2 pada uang rakyat..",
@ibnunabilnabil4974,Bubarin dpt GK gunanya yg ad nambah utang untuk gaji DPR bukan untuk membela rakyat malah menindas rakyat yaitu dengan segala pajak naik DPR diam .....,
@kakatiena,"Trima ksh saudara ku sebangsa setanah air ku yg udah mewakili derita rakyat yg turun utk unjuk rasa, smoga perjuangan klian mendapatkan hasil yg terbaik utk negara ini",
@nurhayatikasan8221,"Aneh banget ,gaji dinaikin disaat bersamaan semua serba dinaikin. Otak mana otak",
@laiqomlaiqom8861,"Baru lagi merayakan kemerdekaan, lah sudah muncul pemeras Baru berkedok pembela rakyat,, DPR pemeras negara",
@YudiYudi-ry7sr,"Bubarkan aj DPR/MPR tu lgi pula bukan menjejahterakan rakyat,melainkan mensensarakan rakyat,indonesia bersatu",
@PakAyu-u1r,"Saya ssangat2 mendukung, dari pada menghabiskan uang negara,",
@NurJanah-ru1wu,"Jangan ada lagi suara rakyat di seluruh acara pungutan suara berikutnya, bubarkan DPR sekarang juga",
@adekuswoyo5181,"BUBAR BUBAR DPR kami sudah lewat MUAK..
INSAP LOH jilatin uang rakyat melulu.",
@imamfirdaus3003,Bubarkan DPR,
@saidanwar513,Apakah elit politik atou petinggi negara tidak memikirkan hal ini ini sudah berbahaya bingkai Indonesia kalou menang DPR dan MPR atou korobtor bagai mana nasib bangsa ini dan nasib Indonesia sendiri.,
@faridasnan3226,"semoga bertambah bersatu seluruh lapisan untuk BUBARKAN REZIM DPR MPR YG MENYENGSARAKAN RAKYAT, SAKIT DAN KESEDIHAN RAKYAT SUDAH TIDAK BISA DI TOLERANSI LAGI, KEADILAN RAKYAT DI RAMPAS TERUTAMA OLEH DPR DAN MPR DAN PARTAI POLITIK SERTA SURUHAN MEREKA PIHAK KEPOLISIAN YG SELALU MENINDAS DAN BUAT RAKYAT TERTINDAS DENGAN CARA CARA MEREKA YG MENYENGSARAKAN RAKYAT INDONESIA.... SINGKIRKAN PENJAJAH ... RAKYAT HARUS MERDEKA SEUTUHNYA",
@yayakunyem5710,Seharusnya gaji anggota DPR di turunkan biar sama2 sedikit merasakan susahnya rakyat di bawah dan berjuang bersama melalui ujian ini..,
@sriyanadewi6909,Ini tentang SDM orang indonesia yang masih rendah bukan masalah dari pemerintah .tapi memang mudah generasi muda  yang terhasut .entah apa tujuan mereka .,
@griyaalamsentosa3962,DPR seharusnya malu jika ttp bertahan gak mau bubar..gak pantas d sebut wakil rakyat..kami semua sdh muak..,
@SlametHariyanto-re8sv,Bubarkan dpr ri kuras uang rakyat,
@zulianprimayoga1900,"Gaji gede, tunjangan ini itu gede, fasilitas ini itu bikin hidup mereka makin nyaman tenteram sentosa sugih serba kecukupan kaya raya dan merasa terhormat sebagai pejabat negara. Semua itu diperoleh dari duit rakyat. Sementara kinerja minim, ada yang kerja nyata tapi hanya segelintir. Kebanyakan ya buat kepentingan diri sendiri, keluarga dan golongannya aja. Kami muak, ditengah hidup yang serba sulit dan semakin hari semakin terjepit",
@saidanwar513,Ingat sebelum perang berdarah lebih baik perang keringat akal dan pikiran.,
@tiwiking5146,Bubarkan DPR..jalan satu2 nya gak ada guna sama sekali..uang rakyat habis untuk orang2 DPR yg rakus dan koruptor,
@BARLIOaya,Pendemo ini sebagian besar adalah perwakilan rakyat yang sebenarnya bukan yang di dalam gedung berjoget joget ria dalam perut yang selalu kenyang.,
@arilyado5348,"Semua Rakyat belum turun, kalo semua turun pasti itu gedung parah tikus""berdasi kabur tuh, semangat teman"" Mahasiswa kalian lah wakil rakyat yang sebenarnya untuk keadilan rakyat indonesia, Tuhan selalu menyertahi kalian semuan Amin",
@ticoshunt,Ayo kita joget joget di DPR,
@Gamuyang,Dah saatnya bubar ...sungguh tak ada gunanya di negara ini.. sungguh..,
@AkuSicantik-t5i,untuk seluruh rakyat indonesia jika kedepan waktu pemulihan anggota DPR tiba mari kita satukan suara golput untuk pemilihan anggota dlDPR,
@MuhammadhusniBinosmar,"terima kasih saudaraku yg sudah menyampaikan hati nurani kami... DPR tidak mencerminkan wakil rakyat, tp wakil partai..",
@SukirMadi-u1b,Klo diskusi tetep anggota ga mau kalah... Bagusnya turun bgini krn ini keinginan rakyat indonesia...,
@saiful-h5k,Hidup rakyat untuk rakyat merdeka.,
@MusaWilmar,"Ayoooo tunjukkan kedaulatan rakyat... DPR cuma mikirin politik mereka, Nggak mikirin rakyatnya",
@anwarkurnia7466,"BRAVO RAKYAT , keadilan mesti di perjuangkan, di tengah pajak serba naik, gajih DPR ikut naik ,rakyat semakin terbebani di tambah situasi maraknya PHK dan sulitnya mencari kerja",
@banglaegaroga8694,"Maju terus saudaraku Rakyat Indonesia. Suarakan terus BUBARKAN DPR.
berjuang terus untuk membebaskan Rakyat dari penyamun-penyamun Rakyat. Bubarkan DPR.  Bubarkan DPR, bubarkan DPR.",
@Agus-yn3py,Sudah lama rakyat muak dengan DPR ko.malah di tambahi tunjangan siapa yg GK emosi,
@MuhammadYusuf-ux7xz,Tidak bisa menciptakan lapangan kerja malah ambil pajak dari rakyat .semua juga koruptor semua,
@arisairprojeruklegi,Ini yang demo baru namanya wakil rakyat. Mau mewakili hati rakyat Indonesia,
@AndirasJF,"DPR memang seharusx dibubarkan saja, Krn yg diperjuangkan dan yg dipikirkan bgmn partaix bisa besar lewat rakyat, bukan bgmn rakyat bisa sejahtera melalui partai,",
@VirgoVip-g8l,"wakil rakyat ga ada guna beban negara sama beban pajak,harga sembako melambung,hidup sulit",
@jokorisprianto6345,"Baru kali ini saya mendukung unjuk Rasa.
bubarkan DPR",
@suyitnosuyitno1382,Seharusnya para anggota dpr wajib taubat kalo tidak lihat saja nanti matinya akan tersiksa karena sudah bikin susah rakyat seluruh indonesia dan tidak ada niat untuk membahagiakan rakyat tapi malah senang untuk dirinya dan keluarganya.,
@cekermerconjmp1171,"Kita bersatu tgl 28 agustus bersama para buruh, mahasiswa, Pelajar sma, stm, smk juga masyarakat untuk membubarkan MPR,DPR yang tidak lagi mewakili rakyat...jangan lupa bawa Katapel.",
@jhonnas2099,"Kami rakyat miskin teraniaya harga bahan pokok naik terus, pengaguran sangat tinggi karna kalian tidak adil, wahai pemimpin do,a kami teraniaya akan diijabah ALLAH, semoga kalian yg menzolimi masyarakat dapat karma yg sangat menyiksa kalian para pemimpin digedung gedung bertingkat",
@nursinsonysony6855,"Gagalnya pemerintahan, banyak demo, akibat penindasan pd raktat dgn pajak dan kebijakan yg gk masuk akal, rakyat di cekik pajak , dpr pesta hasi pajak.",
@RafaBazily,Bubarkan.. ayo kita galang dana untuk konsumsi adik2 kita yg sedang berjuang demi negara..,
@ZoelyBrawijaya-vh8ep,Klo tdk ada DPR minimal mengurangi beban negara. Anggaran tdk byk keluar buat bayar gaji nya,
@segopindang2646,"Kalo seluruh lapisan masyarakat ikut turun baik mahasiswa,ormas,pedagang,buruh,dsb bersatu pasti menang",
@sahabathaffaltrans2882,"Jgn ada negosiasi apapun, mrka licik. Bubarkan DPR",
@RachmatArif-b1b,"Kalau mau hancur mari bersama stop bayar pajak,cara mudah membubarkan pemerintahan",
@AisyahAprilia-h9e,"Bubarkan DPR /pecat ketua Wakil ketua...
Pak presiden jangan sahkan tunjangan DPR 50 JT perbulan...",
@HomeIbang,Aneh bin ajaib saat nyalon taburkan uang begitu jadi kaya pengemis minta ini minta itu.. huh dasar mending bubarkan aja g ada manfaatnya.,
@gamer11233,"gak masalah gaji DPR naik, asalkan tanda tangan pengesahan UU pemiskinan koruptor.
kalau tindakan tidak ada cuma bayaran dibuat ganda, kerjaan cuma molor, korupsi, judi. sampah masyarakat",
@meganherlina83,KLO masa sudah bergerak dan kompak itu tandanya Indonesia sedang sakit',
@Fale06,Boleh diamankan tapi biarkan saja Bapak agar demokrasi benar2 berbicara disana.Jika ada pengrusakan pun jangan halangi karena rakyat adalah penguasa NKRI,
@ladynurlaeny9738,Rakyt tdk perduli tunjngn DPR mau naik atw turun yg kami mau DPR di hpuskn dari tnah NKRI. Revolusi,
@ImamKhanafi-n9k,BUBARNYA DPR ADALAH SAAT RAKYAT SEREMPAK STOP BAYAR PAJAK. APAPUN ITU.,
@ChandiraPinasti-s2h,"Bapak Aparat Kepolisian & TNI
Bersatulah dengan Rakyat
Ingat Anak Cucu kita Kedepan
Berikan yang terbaik untuk anak cucu kita
Jangan Sampai negara ini di bikin hancur oleh DPR karna keenakan menikmati uang keringat rakyat.",
@TonoDjumartono-po8rd,"Untuk mengkahiri penderitaan rakyat,  DPR harus segera di bubarkan, karena cuma menjadi beban rakyat saja",
@ahmadsholehsholeh5676,"Bubarkan saja DPR, ambil alih gaji dpr bwt masyarakat indo",
@afahadfah1902,Harus bubar...dpr pintu gerbang korupsi..didalamnya koruptor,
@KanayaAllesia,.negara indonesia makin bobrok aj hanya pejabat2 yg memperkaya diri tidak memikirkan rakyat kecil,
@Wy08-x9e,"Wahai para penguasa yang dzolim, mungkin kalian bisa menipu rakyat tapi kalian tidak akan mungkin bisa memperdaya Allah.
ALLAHUAKBAR!",
@MeriHaerani,"adek,, tolong ya jangan anarkis begitupun kpd bapa polis dgr aspirasi adek,,ini jd saling menjaga jangan pake kekerasan ,ttp aja yg enak mah duduk santai bapa,,pejabat",
@Rejison-d7x,Bubarkan dpr  tidak berpihak lagi kepada  rakyat  indonesia.,
@AbdullahHerny,Yang pantas menduduki kursi DPR hanya purnawirawan mantan pejuang kemerdekaan Republik Indonesia selalu membawah angin segar untuk seluruh rakyat ndonesia,
@MartuàhNasution-b9c,kali ini saya mendukung penuh   mahasiswa...tuntut undang undang perampasan aset koruptor...,
@SeminuSeminum,DPR tidak pro kepentingan rakyat memang harus dibubarkan,
@Subroto-b9s,"Yang jadi korban masyarakat dan polisi,para pejabat enak2kan duduk di atas,,dan kemudian polisi jadi jelek di mata masyarakat",
@andachannel2898,Biarkan gaji para pejabat.pemerintah naik anggota DPR..tapi bila harga barang2.pokok naik.pajak naik. Kita wajib tuntut mereka pejabat,
@RiswanRiswanmarpaung,Wajib kita dukungdemo ini demi kemajuan Indonesia..gila gaji DPR benar benar tk masuk akal.. kerja nya hanya joget joget..bukan mewakili rakyat,
@DuaBintang-o6l,"Gaji dan Tunjangan DPR seharusnya sama dgn buruh!! Mereka yg bersedia mewakili Rakyat itu seharusnya orang yg sudah mapan, bukan jabatan DPR untuk dijadikan lahan kekayaan dan kekuasaan",
@NurAsiah-f1q,Kita sekarang tidak melawan musuh tapi melawan ketidak adilan untuk rakyat kecil  janggan sakiti mereka,
@Ferdiferdinand-c8x,"Bubarkan aja...Sulawesi setuju dan sangat mendukung.,semangat kawan2",
@N4m1k4z3,"Mari seluru rakyat indonesia kita bersatu bubarkan DPR, itu cuma tikys2 negri ini",
@frediwahayu8924,pendemo ini adalah wakil rakyat yang berjuang untuk rakyat. maju terus kami mendukung,
@adjik3361,"Bubarkan DPR habisin anggaran saja, DPR ga mewakili rakyat mereka hanya tukang stempel eksekutif",
@linazulkarnain495,Jgn berhenti berdemo sebelum di umumin bubar nya dpr  yg tdk berguna itu habiskan uang rakyat unt gaji dpr  di kembalikan ke Rakyat  BUBAR KAN DPR,
@antowie9659,Kali ini dukung mahasiswa. Semoga sehat2 semua mahasiswa yg berjuang untuk kesejahteraan rakyat.,
@AhmadpadilSaputra,"Ya Allah, sadarkan lah, semua, angota, DPR, bahwa apa yg mereka, makan itu adalah hasil keringat rakyat,, Jagan kita pilih lagi 4 tahun yg akan datang",
@ovi244,YA ALLAH LINDUNGILAH PARA PENDEMO YANG TELAH MEWAKILI RAKYAT INDONESIA AAMIIN3X YA ROBBAL ALAMIIN,
@TeguhMonel,Kita kita bersatu tak usah bayar pajak lagi percuma uangnya di korub dan di Ambat dprri,
@AkuSiapa-q9c,SELURUH RAKYAT INDONESIA BERSATU KITA YANG MEMBAYAR MEREKA KITA PULA YG BERHAK MEM PHK MEREKA,
@kususayambk5613,Seluruh Rakyat indonesia wajib turun tangan,
@irwanpraja1382,Yg merusak bangunan pasilitas umum dll harus minta pertanggung jawaban kepada koordinator aksi pendemo wkwkwk,
@JarwatiInthehoi,Angota DPR tidak mewakili rakyat  tapi mikirin diri sendiri,
@Boediadi1199,"Benar kata almarhum Gusdur ,Indonesia kalo mau sejahtera bubarkan DPR KORUP",
@rohmatrohmat6934,"Mana ini mahasiswa/mahasewa yg mengatas namakan pembela rakyat,,kok gak ada yg kelihatan,,kah gak ada yg menyewa mereka.",
@BasriA06,lindungilah kami dan negara kami dari para pemimpin yang dzalim ya rabb,
@GedeSuryana,Sebenarnya Polisi  jng ikut campur ini urusan politik dan mencari keadilan..biar rakyat dan mahasiswa bergrak demi masa depan negeri ini DPR RI bkn wakil rakyat... Bubarkan...!!!,
@buchori73abbs,"sehsrusnya polisi itu bela rakyat bukan pejabat, klo rakyat senang kan polisi ikut senang juga,sandang pangan murah ,anak bpk ikut menikmati ,ingat bpk nti kembali kerakyat ndak selwase  jd plolisi  trus pak",
@EddySusanto-v4q,""" BUBARKAN DPR ""
Dewan Penyengsara Rakyat.
BANGSA INDONESIA SEJAHTERA,
RAKYAT BEBAS DARI KEBODOHAN DAN KEMISKINAN.
Sejalan dengan Pemikiran dan Harapan Mantan Presiden RI ke 4.",
@raisarahman4493,"ingat bung kita lahir di tanah yang sama , besar ditanah yang sama , mencari makan di tanah. yang sama ..
darah kita indonesia , jadi kita semua bersaudara kita satu ingat itu bung ..",
@Wida-y9s,"Aparat pembela para keparaaaaaat....
Lawan....polisi gak tahu diri siapa yg menggaji tiap bulannnya....
RAKYAT TAHU....",
@yoyonrusdiyanto5014,"Warga Bekasi, Tangerang, Depok, Bogor marilah kita bergabung dengan sodara sodara kita",
@BintangRantau-h1t,"Semoga doaku negri  Indonesia secepatnya pecah belah ,. Karena segi pemerintah ny kurang jujur dampak ny untuk rakyat kecil yg di persulit ,",
@hendradonan6339,"Terimakasih para pengunjuk rasa yg telah mewakili kami masarakat indonesia,disaat daya beli masarakat sangat lemah,eh malah DPR dapat tunjangan begitu besar.",
@haripribadi9868,"Dari rakyat untuk rakyat,bukan malah dr rakyat untuk pejabat yg korup.",
@ahmads6719,"kebanyakan anggota DPR itu tidak punya empati, mereka berlagak seperti dewa yg tidak tersentuh hukum lalu bertindak semena2.",
@DiniYanti-w1l,Terimakasih seodara2 ku sudah berjuang mewakili suara rakyat....semoga Allah melindungi semua seodara2 ku,
@madeadys5923,"Akibat ulah Anggota DPR yg meremehkan Rakyat. 
Tuntutan Rakyat yg selalu di abaikan. 
Ngomong Efisiensi Anggaran nyatanya semua pejabat naik gajih",
@yanasuryana8761,"DPR tidak punya rasa malu rakyat sudah tidak membutuhkan DPR 
Bubar saja DPR kalau punya rasa malu",
@mustinamustina4698,"Kalau udah ada kekerasan,pemerintah harus hati hati,turtin apa mau rakyat",
@RustiRs-q9v,Bubarkan dpr beban rakyat  klobener dpr  bukan maling pasti UUD perampasan aset korupsi sudah diterbitkan,
@rastajenglotjenglot,"Kapan aparat mewakili rakyat,,,selalu menjaga para koruptor,,ayolah aparat mari kita bersatu ,,KLO kita bersatu pejabat TDK akan berani semena2,,kapan aparat sadar,kita hanya dibentur2kan sedangkan mereka duduk manis menonton kita",
@wayanredi3333,"Saya berharap menuntut RUU perampasan aset disahkan ,kalau tidak disahkan percuma demo dan rakyat belum puas",
@AbdulJalil-dw9cl,Rakyat menyampaikan aspirasi bukannya dijawab koq malah dibubarkan.,
@NadiSidik,"Belum juga ...menyampaikan aspirasi.....sudah di hadang.....pengecut sekali jiwa pemimpin ,seperti ga mau di kritik..",
@BettyBrsaragih,TOLONG TEMAN TEMAN DAN MASYARAKAT SEKITAR MENYEDIAKAN AIR MINUM DAN MAKANAN............,
@hadirukmana5972,"Bubarkan DPR merugikan negara 
Mencekik rakyat pajak naik",
@ahonkthea8363,"Harusnya malu anggota DPR itu kalau rakyat tida mendukung buat apa kan dipilihnya oleh rakyat kalu rakyat sudah tidak mendukung otomatis malu, terus mengundurkan diri",
@dindakusmawati9783,Titik terendah kepercayaan masyarakat ke wakilnya,
@alkhalifihamizan-e4l,Yang bikin gaduh DPR tapi aparat di benturkan dengan rakyat,
@risqontok365,DPR  dewan perwakilan rakyat kalo gamau lengser ganti aja DPK dewan perkumpulan koruptor,
@saptoraharjo720,Harus ada perubahan menyeluruh  lembaga2 negara2 yg tidak perlu dibubarkan saja Spt DPR menghabiskan uang Negara dan anggota DPR sebagai perwakilan partai bulan  perwakilan rakyat.,
@Miminaminah-w9y,Polisi sebenarya harus bela mahasiwa .biar pajak2 semua g seenakya di naikkan .,
@SyaqillaSalwa,Polisi sebaiknya mendukung rakyat dong.g usah Ngalang ngalangi pengunjuk rasa.biar s puan tau rasa.diakan yg bilang pintu gerbang DPR terbuka.kenapa sekarang pas pendemo dtng malah d tutup dan d jaga,
@banglay7044,terimakasih sudah mewakili hati saya,
@agostok7370,BUBARKAN DPR,
@BARLIOaya,"Seharusnya presiden gercep, buat perpres baru untuk mengendalikan gaji DPR biar emosi rakyat meredam.seperti gaji DPR wajib untuk membuka lapangan pekerjaan buat rakyat setiap daerah masing masing, gaji DPR mesti di audit setiap 2bulan sekali uang nya buat apa saja.gaji DPR tidak boleh untuk hal hal foya foya walaupun alasannya demi anak istri",
