username,comment,
@AhmadHeri-s7f,Demo yang lebih besar lagi biar cepat bubar DPR rakyat sudah muak dan tidak butuh wakil,
@AnisNadia-f8b,Rakyat Indonesia saat nya berjuang untuk rakyat dari rakyat untuk rakyat bubarkan DPR,
@MuhammadAriyanto-wk4rf,"BUBARKAN DPR
INDONESIA SEJAHTERA TAMPA DPR DAN MPR",
@irwansyahbulex9782,"Mana mau dpr bubar, DPR udah ga ada rasa malu, kayak tidak tau Konoha saja",
@dad7946,Mempermudah syaraf calon dari non partai. Biar calon tidak SEWENANG² ditentukan pesanan partai politik,
@juliandacandra7626,Kinerja anggota DPR Indonesia beserta gaji dan tunjangan sudah disorot media International,
@BismillahirrahmanirrahimWaras,"Semoga aparat keamanan tidak sewenang sewenang terhadap rakyat karena rakyat itu yang berkuasa.

Seragam,gaji,peralatan aparat itu didapat dari rakyat.",
@nature-k6x,"Gaji anggota DPR harus di turunkan menjadi 1 juta saja, dan semua tunjangan harus di hapuskan!! Dan uang pensiun juga harus di hapuskan!! 

Di negara manapun tidak ada uang pensiun untuk anggota DPR!!

Anak2 muda harus bangkit dan bersatu!!

Tolong berikan minuman dan makanan kepada para pendemo  kasihan mereka demi keadilan dan kemakmuran semua rakyat mereka yg hrs menderita!!",
@mantancaleg,masyarakat terjepit dengan berbagai pungutan tapi anggota DPR nakik penghasilan. dimana keadilan ?,
@mandehmatua5047,"Aparat Polisi se harusnya melindungi rakyat,,",
@suhaeni5956,Seluruh indonesia bersatu rakyat menderita enak pejabat klau dinaikkan gajix kasian rakyatmu,
@JujunMorid,"Terrrrrlalu Manja dan terrrlalu Besar Biaya Negara  kepada DPR!!"" Segala Bentuk Tunangan Sanggat Lengkap ^Sempurna""Sedangkan Rakyat Teruuus Tertindas   yg Sudah Beketja Maupun Pencari Kerja!!",
@BalqisAisyah-bg4zi,"Tiap ada demo aparat yg terdepan,sebenarnya mereka di pihak mana.....yg pasti ada bentrok dan mereka mati2an jadi tukang pukul.aduh aduh mereka kayak preman mengamankan bos mafia2 berdasi yg menggembosi ekonomi rakyat.",
@mahesarizki6291,"Bersenang senang lah kalian di dunia,dipastikan Rakyat akan menuntut kalian di kehidupan berikutnya!",
@dindaaniskhurly4550,Kalau tidak mau batalkan anggaran DPR kita masyarakat mendukung mogok bayar pajak masal,
@winda3504,"selagi  undang2 suap menyeuap tdak di terapkan. Para pejabat tetap aja mlakukan korupsi untuk balik modal, makanya jngan mau di suap",
@SlametDjatono,Bubarkan DPR rampingkan parpol yang lebih efektif dan efisien...!!!!,
@ahmadsalim9418,Harus terus k DPR jangan hari ini aja krna DPR nya buta tuli penderitaan rakyat,
@M.AdiHartanto,dah bubarkan ajah dpr/mpr... gajinya bagi2 rakyat ajah yg membutuhkan... percuma wakil rakyat cuma ngabisin duit rakyat... iye...iye...iye...,
@kangbari-x5v,Buat apa ada dpr kalau tdk bisa menyampaikan kwmauan rakyat hanya maunya sendiri yg di perjuangkan,
@purnamaandalan,Jangan salahkan rakyat yang salah pemerintaan membuat aturan fatal,
@BimBim-y3n,"Betapa banyak anggaran yg dihabiskan dpr, bubarkan dpr.",
@GiselGiska-w3l,"rakyat susah cari nafkah setengah mati cari uang, kalian bagi bagi uang di gedung dpr",
@TonoNo-w8w,"ijin pemerintah baik(presiden/ DPR maupun yg lain)  hrs pro Rakyat dlm kebijakan ""apapun di dlm wadah NKRI ini,muda""han tdk ada Demo"" lagi.",
@4fatimah,"Presiden siapapun, kalau bawahannya kurang peka dg jiwa masyarakat indonesia selalu akan timbul mas'alah",
@NurJanah-hf2vx,Ngak ada guna DPR cuma bikin ribet ngak mau buat UU yg merugikan mereka maunya di gaji yg ngak masuk akal honorer ngak di gaji pemerintah,
@SholahUddin-m7o,Ya Allah berikanlah keadilan untuk rakyat Indonesia semoga para pejuang kebenaran di berikan lindungan Allah SWT aamiin aamiin aamiin yaa rabbal a'lamiin,
@suratmisuratmi5122,"Cari kerja susah uang rakyat buat senang""pejabat yg di bilang wakil rakyat",
@JampangKulon-i1f,Rakyat  sudah muak terhadap  pejabat Indonesia,
@MuhammadAbdurrosyad-j8t,"Allahu Akbar...  TEGAKKAN KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA... kasihaan rakyat Indonesia masih banyaaak yang miskiiin.. selamatkan peserta aksi ya Rabbanaa.. aamiin ya Mujiib..
sadarlah hai wakil rakyat jangan hanya memperkaya diri.. hidup bermewah mewahan.. ingat mati tdk ada yg kalian bawa hya amal kebaikan yg akn menolongmu..
Binasa dan terhinalah manusia2 yg zhalim kpd rakyat serta para penjilat pendukungnya.. aamiin ya Rabbal 'Aalamiin..
Innaa lillaahi wa innaa ilaihi raaji'uun...",
@qomaruddinshalabi576,Dimani hati Nuranimu Puan maharani sebagai ketua DPR seharusnya kau bisa merasakan sikon Rakyat saat ini yg selalu  jadi tumbal pajak,
@estrianugrahi-ip1lo,Semangat  Mahasiswaku dan lainnya karena telah mewakilkan kami untuk berunjuk rasa atas ketidakadilan di negara ini akibat ulah para TIKUS2 NEGARA,
@PriyoSukohutomo,"DPR jangan merasa apa yang kalian putuskan itu benar...minta gaji tidak kema pajak negara oke saja,  rumh dinas ada tp gak mau pakai minta gantinya tunjangan rumah tiap bulan 50 juta negara iya aja,...rakyat minta aduan kemana pajak pajak yang diam diam mendadak mencekik.....karena suara kita kecil...suara kita hanya dikampung ...",
@dinibadriah9979,Terimakasih para pendemo kalian mewakili jeritan rakyat,
@Sam-e6d4y,Lanjutkan perjjuangan kita rakyat indonesia. Bubarkan dpr,
@sijipitulimowathonfishing136,Kita rakyat sudah muak dengan kata maaf dpr,
@AgimAbdillah,"Kawan"" semoga terkabul niat bubarkan dpr ...sehat selalu kawan dari sabang smpe merauke ....",
@agusyyanaaagus3825,Bubarin aja dpt nya gk guna ngabisin uang negara doang ruu perampasan aset koruptor sja gk di sah in,
@okaalvaro-d3k,"Rakyat miskin dipaksa bayar pajak untuk memperkaya wakil wakil rakyatnya dan para pejabat. Sungguh Ironis Indonesia ku tercinta. Jauh dari cita cita kemerdekaan......
.",
@aliyafitri5941,"Buat kami rakyat biasa., Mahasiswa itu pahlawan yg menyampaikan hati nurani rakyat' Nah Klo aparat apa ya??",
@densichannel7143,Kasian aparat... Mreka dihadirkan untuk membela pejabat bukan untuk melindungi rakyyat,
@FISHING_HELL,"Dari rakyat untuk rakyat, inilah kekuatan rakyat.",
@Mitha-i6w,"DPR dengarkan dan kabulkan rakyat sejahtera ,jgn Lo aja yg pada makan enak, lihatlah kebawah ingat hukum dunia bisa dilalui enak tp sy yakin hukum akhirmu wahai dewan yg TDK berpihak ke rakyat SM sekali",
@linasurbakti-h8q,Ya Allah berilah kekuatan dan keselamatan bagi para pendemo saudara kami demi keadilan sosial bagi seluruh rakyat Indonesia ....ya Allah engkau beri lah para pejabat pejabat elit azab yg pedih didunia ini karena mereka sudah zolim kepada rakyatnya,
@selamatsuryadi9730,"Rakyat bersatu, klo ada pemilihan lgi jangan ada yg milih ayo kompak rakyat kita",
@URITea-j3f,"Kalau dpr masih saja kekeh, 98 akan terulang, semua masyarakat dari seluruh penjuru akan turun langsung, bisa"" Pecah ini Indonesia",
@AdiNurzaman-d7g,"Kami rakyat kecil muak dengan koruptor di dpr,,,gaji besar,,memeras rakyat dengan pajak...di Prancis mereka sudah dipenggal seperti raja Louis!!! Bubarkan DPR ,desak Prabowo keluarkan dekrit presiden.. penjarakan Sri Mulyani yang menaikkan gaji DPR",
@zahraintan633,Suarakan juga UU perampasan aset dan hukuman mati koruptor,
@BettyBrsaragih,TOLONG TEMAN TEMAN DAN MASYARAKAT SEKITAR MENYEDIAKAN AIR MINUM DAN MAKANAN.........,
@BodinTohir,"Gaji DPR dari uang rakyat, seharusnya yg makmur rakyat nya. Bukan wakilnya",
@KasanBloiler,DPR sebagai wakil Rakyat harus memikirkan Rakyat  gax memikirkan wudele Dewe  padahal gajinya DPR / bln di kumpupul gede lww,
@RohkurniaRachmat,"Setuju kader"" partai diganti dg milenial asal konsekwensi mengutamakan kebutuhan rakyat jelata sbg akar rumput biar senior n lansia jd penonton n bimbing kawula muda utk jd pemimpin handal️️indonesiaku berdaulat dari rakyat oleh rakyat untuk rakyat🇲🇨🇲🇨🇲🇨",
@KaryanaSumawikarta,Pemerintah benar2 tuli klo tunjangan anggota DPR tidak ditinjau,
@ronalpanai7591,Kalo pemimpin baik pasti rakyat dan negara baik,
@mulyadinata8744,"DPR ini semua karena ulah kaliah yg songong, yg menantang dan  merendahkan kami sebagai rakyat akhirnya terjadi begini. Kalian DPR harus bertangging jawab semua ini dg negara yg kami cintai ini.
Ini akumulasi kekecewaan kami yg telah kalian hianati dan kalian abaikan begitu juga Pemerintah yg lemah yg tidak menjalankan rasa keadilan, kesejahteraan  bagi kami dan tdk ada keberanian membasmi para koruptor yg menggerogoti negara kami.",
@FirsaSa-el3xw,Se7 bubar....hanya sebagian ja dari DPR yg bekerja untuk rakyat...kebanyakan korupsi,
@junadiaja4594,Kami 1 juta akan berkumpul dukung kalian sodara ku pejabat gaji buta kami rakyat Masi bayak sengsara kalian bergelimang harta biadap kalian,
@titinfatimah4515,"Polisi tolong jgn halangi demonstran untuk menemui dewan, polisi mhn berpihak pd rakyat",
@Burhan1234-ie4ks,Bubarkan saja itu DPR itu beban negara rakyat tersiksa,
@HardiePuput,"Berhati-hati lah wahai para dewan-dewan perwakilan rakyat(DPR), ini baru MAHASISWA yg DEMO, yakin kah jika seluru rakyat INDONESIA yg turun situasi masih aman bagi kalian para DPR....!!!!",
@kurniawan5267,"Katanya mau tampung aspirasi rakyat. Ko gk langsung di buka dan di kasih masuk perwakilan yg demo. Padahal sedang rapat. 
Seneng banget kayanya masyarakat dibentrokin sama aparat",
@habiburrahmanrahman5423,"Bapak ibu dpr yang terhormat..
Cobalah liat kegaduhan diluar gedung dpr.semua ini ulah siapa.mengapa mereka malakukan hal seprti ini.
Pikir pikir lah dulu kalo berbuat 
Karena kita ini bangsa yang besar.rakyat banyak...
Perlu dikaji ulang sebelum membuat keputusan.,",
@andiflores6107,"Bubarkan DPR, sungguh tak berguna anggota DPR",
@NenekMoyangKamiPelaut,"Musnahkan para Dewan Penyensara Rakyat.. negara lain dengan hasil bumi yg terbatas bisa mensukseskan negaranya,sedangkan indonesia memiliki kekayaan alam yang melimpah tapi dicuri para perusak negara ini.. buat keluarga mereka dikucilkan..",
@slengeanboys2581,DPR itu hanya untuk mementingkan siapa mereka yg bekerja di partai...bukan mewakili rakyat,
@AmSagiman-s3z,Bpk POLRI tolong MAHASISWA diberikan leluas itu juga mrmbelaPOLRI. DPR selalu mengorek POLRI to.,
@nanangwijanarko2432,"Semoga sehat selalu rakyat Indonesia, bubarkan DPR RI.. singkirkan yang harus di singkirkan.",
@jokowiratno9992,"Iya lah,,semua pajak mahal,listrik mahal,bbm mahal,,kapan masyarakat mau sejahterah,,pejabat palah ygsejahtera pake uang rakyat",
@mumutmutmainah2999,Ya Alloh lindungi anak2 kami yang sedang berjuang mencari ke adilan untuk rakyat,
@AriyonoSion-br6wp,Jangan kendor insyaallah semua suku dari sabang sampai merauke akan hadir bersama sama,
@budisetiadi1000,g ngerti saya dengan pejabat pemerintah di bangsa ini...ko bisa mikir kepentingan segolongan di saat pemerintah sendiri meminta utk efisiensi k uangan membatasi hal2 yg kurang prlu...sementara rakyat kaki kkepala dan kepala kkaki utk kebutuhan hari2...Allah SWT tdk tidur tunggu azab yg diberikan,
@widhiid8053,"hati-hati...karena RAKYAT sudah MUAK dengan kelakuan para tuan DEWAN , Ketika KETIDAKADILAN dan KESEWENANGAN sudah melewati batas KEMANUSIAAN tunggu saja KEKUASAAN akan DIJATUHKAN !!! 🇮🇩",
@HenderiRi,"Ya kaya gitu pendemo ,gak ada akhlak gitu ko mau jadi penerus bangsa mau jadi apa negara kalau calon calonnya engga memberikan contoh yang baik",
@b2n193,Semoga para pemdemo di berikan kesehatan di beri kekuatan. Karna mereka adalah pahlawan rakyat yg mewakili se-nusantara...,
@SitiAmalinah-c7e,Lanjuutkaaaan...sampai DPR benar2 bubaar..aparaaat TNI Polri polisi..ayo gabuung dg suara rakyat suara tuhaan..jngann lukaai anak bangsa anak2 kita saudara2 kitaa...selamatkaan .dr tikus2 maliingg2...koruptor di DPR...,
@Ramdani-xd5pp,bubarkan DPR kita harus bersatu rakyat Indonesia semakin susah carik uang carik kerja terus pajak semakin naik bahan pokok semakin mahal rakyat semakin miskin dan susah,
@HendriCollection,Wahai rakyat Indonesia semuanya kita sebagai rakyat sudah di jadikan ajang bisnis oleh pemerintah mari kita semua tuntut rakyat ati pajak tampa kecuali,
@IrwanAnwar-d7y,Polisi jangan Mau jadi budaknya DPR biarkan rakyat bicara dan menduduki Gedung DPR itukan gedung perwakilan rakyat jadi takyat bebas keluar masukmasuk dan mengampaikan aspirasi mereka.,
@ZaiulAbidin-d9v,Ayo tuntu hukum berat para koruptor,
@ElisSadeli,"Knp bapak polisi klu kawat di rusak masa yg nilainya ga seberapa? Tp DPR yg merusak akhlak bangsa anda diam??? Uang kami mrk makan, uang kami yg mrk nikmati ga ridho dunia akhirat, rakyat cari makan aja susah eehhh DPR enak2 makan uang kami ga ada empati nya",
@suharyanto571,Tuntutan hukuman mati  jg perampasan aset bagi koruptor .,
@HermantoTohir,"Terus berjuang sodaraku,, pemerintah utamakan kepentingan rakyat, demiNKRI,,",
@wasto-sq9zf,"Kasihan aparat....yg notabene juga bagian dari masyarakat ( pada level sosial yg sama ) ...harus berbenturan dg masyarakat yg lagi berjuang memperbaiki kehidupan (  bkn hanya masyarakat pendemo tapi seluruh masyarakat yg tdk sempat ikut demo ).
Aparat vs masyarakat .....hanya terbatas pada benang tipis yg gak nampak ( benang nasib sosial )....jadi jagalah jangan sampe jatuh korban",
@RudiOlenk2,"Lupa
Lagunya Lupa.

Jika rasa itu perih kantong yang dibawa ke jalanpun miris.
Semoga perjuangan ini tidak sia sia 
Waalaiakumsalam",
@DahliaGinting-x9j,Waduh kok bebek bebek berdasi itu sembunyi dibalik tembok dan diekor ekor polisi itu..kau polisi harusnya kau lindungi masyarakat bukan DPR/MPR itu bro...,
@IBLISAdDAJJAL666SATANiC,Guncang gempa yang lebih besar 10 SR dan lebih lama dan tambah taunami 50 meter ke semua tempat koruptor serakah agar semua tersadar dan bertaubat padamu ya rabb.. Amin...,
@wanharbtr2688,Bubarkan DPR ....pak Prabowo kali ini harus dengarkan aspirasi dan keinginan rakyat Indonesia..90% rakyat Indonesia ingin DPR di bubarkan,
@FazaFauzan-s6n,Kasihan yang  dulu di pilih kalian. Sekarang malah menggigit.,
@NurCintaku-ml3lf,pulanglah para pendemo ....karena sebagian besar rakyat sudah jadi termul ....sayangi kehidupan kalian ..jangan jadi korban untuk rakyat yang tak tahu diri,
@D3wafarDewafajar,DPR bukannya meringankan beban rakyat tapi menambah beban rakyat,
@Henher87,Katanya DPR perwakilan rakyat tpi fakta nya DPR perwakilan yg melawan rakyat,
@alisyahbana9441,"Era pak presiden Prabowo paling terbanyak penangkapan koruptor.
Tapi sayangnya DPR, MPR dan penegak hukum saling bekerja sama melindungi para koruptor.
Bahkan RUU perampasan aset para koruptor dan penjara khusus koruptor tidak di setujui DPR hingga saat ini.
Semoga mahasiswa dan rakyat bersatu untuk mendesak DPR untuk masalah ini.
Karena koruptor adalah pangkal pertama permasalahan negara Indonesia ini.
Inti dari semua masalah di negeri ini terjadi karena korupsi.
Sah kan RUU penyitaan harta koruptor sesuai yang di korupsinya dan hukum mati untuk pelaku korupsi.
DPR (dewan penghianat rakyat)",
@beautifulofafricancichlids3032,"Bubarkan MPR DPR ,yang makin kesini makin ga ada guna",
@AhmadRafi-x6l,Wakil rakyat yg tidak pernah merakyat .DPR Dewan pembunuh rakyat.rakyat susah wakil rakyat ketawa hadeuhhh hancur indonesia ini,
@slametkalisetra,seluruh rakyat indonesia sudah gak mau adanya DPR,
@rahmatpermana5299,"Ini baru demo tanpa ada bayaran, makanya sepi, semangat untuk para mahasiswa, kami percaya kalian bukan mahasewa, seperti demo demo terdahulu.",
@achmadriffai4795,DPR JADI LADANG KORUP bubarkan saja.. Gusdur orang yg baik aj dilengserkan,
@ZianKhaer,Tau Rasa tuh DPR kebanyakan Artis yg duduk Krn  gaya Hidup,
@calvinmahardika651,Tuntut sah kan juga hukuman mati bagi koruptor,
@SiAnusKeokkk,"POLISI DAN RAKYAT BENTROK, PARA ANGGOTA DPR NYANTAI AJA. TAK PEDULI DENGAN KEADAAN DI LUAR",
@EbenhaezerDurry,"Bubarkan saja DPR,MPR karena hanya memiskinkan negara, tdk berguna",
@KiwMoiyana,Anggota DPR  harus bubar  .karna  gakda guna dgn kami  .kl blm bubar  kami  se indo nisia akan datang semua,
@kanekiken4494,"Susah kalau d bubarin, ilangin aja tunjangan2 dan gaji umr saja, kalau lembur baru dapet bonus",
@emasafitrispd,"Parah pemerintah Indonesia ini,, negara bukan lg milik seluruh rakyat Indonesia tp sudah menjadi milik segelintir elit negara.",
@henywidya1221,TIDAK ADA PERDAMAIAN TANPA BERPERANGGGG,
@PakIwan-y2s,Seharusnya begini masyarakat bersatu waktu Gibran nyalon wakil presiden umurnya blm cukup masak bocil mimpin negeri sebesar Indonesia,
@HariRabu-v9c,Rakyat mau membersihkan DPR dari Para KORUPTOR dan PENCURI uang Negara kenapa RAKYAT di amankan ...?? Mestinya GEROMBOLAN pencuri Uang Negara yg harus di amankan....!! Wah wah wah malah Sarang para pencuri uang Negara yg di pelihara lama2 ber anak Pinak para pencuri uang Negara kalau tidak segera di bersihkan...!! Ayo Pak presiden bergerak kita bersihkan .....!!!,
@daviinayl7961,Hrusnya pak polisi jngan halangin rkyat buat membela keadilan bangsa indosia Meraka lagi brjuang pak buat rkyat Indonesia pak tolonglah pak polisi kalian hrus membela ke rkyat kcill,
@EbenhaezerDurry,Dpr jgn menghianati rakyat,
@AmSagiman-s3z,Tolong MAHASISWA hanya engkau tumpuan rakyat utk membubarkan DPR. Semoga sukses MAHASiSWA.,
@SuwitoNugroho-os6gu,Hancur negeri ini... Uang rakyat dihamburkan tuk hal tidak berguna..... Pa,
@SalsabilaEfendi-b5t,pemerintah meringankan beban orang orang besar(DPR) RAKYAT kecil semakin menderita..,
@darsinsemodiwiryo3486,"Bubarkan saja DPR ,",
@bangmanurung2680,Kalau jumlahnya segini tikus2 didalam tertawa dan joget2 anak bangsa yg telah terzolimi oleh jahanam yg didalam tdk kompak,
@EkaFatimah-r2i,"aduh malu 2 in ,garang di DPN tp lemah di belakang ,naudzubillah pdhal klu Engkau lemah mrk akan mencaplok mu tanpa bekas kasih .kt lihat saja .",
@mohridwan5551,Lindungi Anak anak Mahasiswa dan warganegara yg membela Rakyat kecil...,
@ZaiulAbidin-d9v,Rakyat Indonesia harus bisa menjaga uang negara,
@kloningaliansi,"JIKA DEMO INI GAGAL , MAMPOS LAH KITA SEMUA !!
 BAYAR PAJAK TINGGI SEMUA SELAMANYA!! SAMPE ANAK CUCU KETURUNAN !!",
@AgusWitarso-s3i,Mantap Bubarkan Saja DPR....,
@wahabb3972,Anggota DPR yang tidak punya malu,
@Jonman-hn,Yth.bapak TNI lindungi adik adik mahasiswa/i dalam memperjuangkan ke Adilan,
@IputWijianto,"Wowo juga prnh bilang akan naikan gaji hakim gaji semua aparatur negara.krj nyante"" gaji di naikan.tenggelamkan gerindra",
@WawanGunawan-j7u,Mana nih suara presiden.. turunkan bahan pangan dan turunkan pajak,
@JaeNudin-g1h,Masyarakat harus kompak jgn ada yg bayar pajak,
@adiyudo8017,Bubarkan DPR MPR RI. Pejabat hebat yang suka makan uang rakyat bubarkan DPR MPR RI MERDEKA,
@PakMin-r5y,"Kenapa polisi selalu jadi penghalang ,saat rakyatnya ingin menyampaikan tuntutanya",
@rizal90pakcik36,Turunkan pemerintah Prabowo angkat Anies Baswedan menjabat presiden.,
@mistakulanwar5638,Mana Prabowo bossss,
@MochamadDardiri,Aparat itu Lo yg bayar kita kita ini yg tertindas,
@MunartiMuna,Semangat para Mahasiswa n Mahasiswi perjuangkanlah nasib rakyat jelata. Moga Keadilan di tagakkan dr muka bumi ini,
@Imeymahesa,"Enk ya tunjangn ny Ampe 3 JT Shri ,, duit ny dri mna yaa  ingt rakyat kcil ya Bpk2 Pejabat",
@anggapratomo2495,"Coba pikirkan untuk jadi anggota DPR harus ngeluarin modal lumayan, terus kerjaan DPR apasih, sudah tepat DPR mending tutup aja",
@mohamaddemi2909,Pemilu berikutnya ga usah pilih DPR  lah ga da guna,
@suryantobarus-qy8xg,DPR katanya wakil rakyat begitu rakyat datang menyampaikan unek uneknya anggota dewannya Kabur semua omong kosong wakil rakyat ayo mahasiswa maju terus semoga tercapai bubarkan DPR,
